code,name_full,name_short,name_abbrev,principal_activities,industry_group_name,sector_name,listing_date,delisting_date,web_address,mailing_address,phone_number,fax_number,registry_name,registry_address,registry_phone_number,foreign_exempt,logo_image_url,primary_share_code,recent_announcement,products,latest_annual_reports_id,latest_annual_reports_release_date,latest_annual_reports_document_date,latest_annual_reports_url,latest_annual_reports_title,is_latest_annual_reports_market_sensitive,latest_annual_reports_no_of_pages,isin_code,product_desc,last_price,open_price,day_high_price,day_low_price,change_price,change_in_percent,volume,bid_price,offer_price,previous_close_price,previous_day_percentage_change,year_high_price,year_high_date,year_low_price,year_low_date,last_trade_date,price_to_earning_ratio,earning_per_share,average_daily_volume,annual_dividend_yield,market_cap,number_of_shares,deprecated_market_cap,deprecated_number_of_shares,suspended,indices_index_code,last_dividend_announce_date,last_dividend_ex_date,last_dividend_payable_date,last_dividend_record_date,last_dividend_amount_in_dollars,last_dividend_raw_franked_percentage,last_dividend_type,last_dividend_comments,last_dividend_books_close_date,fundamental_data_date
VOL,VICTORY OFFICES LIMITED,VICTRY OFF,VICTORY OFFICES LTD,Provision of comprehensive serviced office packages and coworking spaces.,Real Estate,Real Estate,2019-06-14T00:00:00+1000,,http://victoryofficeslimited.com,"Level 2, Victory Tower, 416-420 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",(03) 8687 2111,(03) 8687 2199,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,https://www.asx.com.au/asx/1/image/logo/VOL?image_size=L&v=1559863570000,VOL,false,"""shares""",02140196,2019-08-29T09:07:04+1000,2019-08-29T09:04:31+1000,http://www.asx.com.au/asxpdf/20190829/pdf/447zsyp7w8sfc7.pdf,Annual Report to shareholders,false,64,AU0000046609,Ordinary Fully Paid,0.27,0.27,0.27,0.27,0.005,1.887%,34155,0.28,0.325,0.265,-3.636%,2.241,2019-10-14T00:00:00+1100,0.265,2020-08-12T00:00:00+1000,2020-08-13T00:00:00+1000,3.27,0.081,189986,0,21677000,81800000,22086000,81800000,false,,,,,,,,,,,2020-08-13 00:00:00.000
VOR,VORTIV LIMITED,VORTIVLIM,VORTIV LTD,Cybersecurity and cloud based services and investment in  independent ATM deployer and fintech provider in India,Software & Services,Information Technology,2001-08-08T00:00:00+1000,,http://www.tsnltd.com.au,"Unit 8-9, 88 Forrest Street, COTTESLOE, WA, AUSTRALIA, 6011",08 9259 1592,08 9463 1426,ADVANCED SHARE REGISTRY SERVICES,"110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,false,https://www.asx.com.au/asx/1/image/logo/VOR?image_size=L&v=1568948943000,VOR,false,"""shares""",02260751,2020-07-30T17:16:13+1000,2020-07-30T17:11:34+1000,http://www.asx.com.au/asxpdf/20200730/pdf/44l0fv59vr2z2p.pdf,Annual Report to shareholders,false,51,AU0000057895,Ordinary Fully Paid,0.315,0.32,0.335,0.29,0.015,5%,2517578,0.305,0.315,0.3,11.111%,0.34,2019-10-23T00:00:00+1100,0.06,2020-03-19T00:00:00+1100,2020-08-13T00:00:00+1000,16.67,0.018,1036121,0,41837783,139459277,43930000,139459277,false,,,,,,,,,,,2020-08-13 00:00:00.000
VPR,VOLT POWER GROUP LIMITED,VOLT POWER,VOLT POWER GROUP,Power generation technology developer and asset owner.,Utilities,Utilities,1991-04-18T00:00:00+1000,,http://www.voltpower.com.au,"Unit B9, 431 Roberts Road, SUBIACO, WA, AUSTRALIA, 6008",(08) 9437 4966,(08) 9430 7522,LINK MARKET SERVICES LIMITED,"LEVEL 4 CENTRAL PARK, 152 ST GEORGES TERRACE, PERTH, WA, AUSTRALIA, 6000",1300 554 474,false,,VPR,false,"""shares""",02209274,2020-03-02T08:19:44+1100,2020-02-28T23:51:43+1100,http://www.asx.com.au/asxpdf/20200302/pdf/44fn5ddqt28tw9.pdf,Appendix 4E and Annual Report to Shareholders,true,54,AU000000VPR1,Ordinary Fully Paid,0.002,0.002,0.002,0.002,0.000,0%,15400000,0.001,0.002,0.002,0%,0.003,2020-08-06T00:00:00+1000,0.001,2020-08-06T00:00:00+1000,2020-08-13T00:00:00+1000,0,-0.0002,19970839,0,18339067,9169533558,18339000,9169533558,false,,,,,,,,,,,2020-08-13 00:00:00.000
VR1,VECTION TECHNOLOGIES LTD,VECTIONTEC,VECTION TECHNOLOGIES,Vection Technologies Ltd (ASX:VR1) is a multinational software company that focuses on real-time technologies for industrial companies digital transformation.,Software & Services,Information Technology,2017-03-17T00:00:00+1100,,http://vection.com.au,"C/- Regency Partners, Suite 1, 437 Roberts Road, SUBIACO, WA, AUSTRALIA, 6008",0863802555,0893811122,AUTOMIC REGISTRY SERVICES,"LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,false,https://www.asx.com.au/asx/1/image/logo/VR1?image_size=L&v=1584076085000,VR1,true,"""shares""",,,,,,,,AU0000067522,Ordinary Fully Paid,0.042,0.043,0.054,0.041,0.006,16.667%,75138157,0.042,0.043,0.036,-5.263%,0.054,2020-08-13T00:00:00+1000,0.013,2019-10-10T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.0135,1885438,0,29886368,830176875,34867000,830176875,false,,,,,,,,,,,2020-08-13 00:00:00.000
VR8,VANADIUM RESOURCES LIMITED,VANAD RES,VANADIUM RESOURCES,Minerals exploration,Materials,Metals & Mining,2017-11-03T00:00:00+1100,,http://www.tandoresources.com.au,"Suite 2, Level 1, 1 Altona Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6559 1792,0894814950,AUTOMIC REGISTRY SERVICES,"LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,false,,VR8,false,"""shares""",02152582,2019-09-27T18:29:51+1000,2019-09-27T18:23:53+1000,http://www.asx.com.au/asxpdf/20190927/pdf/448z4sr2r9d344.pdf,Annual Report to shareholders,false,55,AU0000053522,Ordinary Fully Paid,0.024,0.027,0.029,0.024,-0.002,-7.692%,1663819,0.024,0.028,0.026,0%,0.075,2019-08-15T00:00:00+1000,0.009,2020-03-31T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.0105,725132,0,9731213,374277438,8983000,374277438,false,,,,,,,,,,,2020-08-13 00:00:00.000
VRC,VOLT RESOURCES LIMITED,VOLT,VOLT RESOURCES LTD,Exploration activities,Materials,Metals & Mining,2003-12-19T00:00:00+1100,,http://www.voltresources.com,"Level 25, Suite 10, 108 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",+61 8 9486 7788,+61 8 9262 3723,ADVANCED SHARE REGISTRY SERVICES,"110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,false,,VRC,false,"""shares""",02157671,2019-10-10T18:33:59+1100,2019-10-10T18:28:30+1100,http://www.asx.com.au/asxpdf/20191010/pdf/449cv8zx12l32d.pdf,Annual Report,false,74,AU000000VRC9,Ordinary Fully Paid,0.017,0.019,0.019,0.017,-0.001,-5.556%,268001,0.017,0.019,0.018,0%,0.028,2020-06-26T00:00:00+1000,0.004,2020-03-27T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.0027,8799214,0,36369997,2020555373,34349000,2020555373,false,,,,,,,,,,,2020-08-13 00:00:00.000
VRL,VILLAGE ROADSHOW LIMITED,VILLAGE,VILLAGE ROADSHOW LTD,"Cinema Exhibition, Film Distribution, Theme Parks,
Marketing Solutions.",Media & Entertainment,Communication Services,1987-02-26T00:00:00+1100,,http://www.villageroadshow.com.au/,"Level 1, 500 Chapel Street, SOUTH YARRA, VIC, AUSTRALIA, 3141",(03) 9281 1000,(03) 9653 1963,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,false,,VRL,false,"""shares""",02153233,2019-09-30T14:34:08+1000,2019-09-30T14:27:27+1000,http://www.asx.com.au/asxpdf/20190930/pdf/44911dfkn9yqqg.pdf,"Annual Report, Notice of Meeting & Proxy",false,125,AU000000VRL0,Ordinary Fully Paid,2.13,2.07,2.14,2.07,-0.01,-0.467%,246304,2.1,2.13,2.14,1.905%,4.1,2020-01-24T00:00:00+1100,0.77,2020-03-19T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.18,563495,2.34,417840553,195252595,415888000,195252595,false,"XKO,XAO,XSO",2019-08-29T00:00:00+1000,2019-09-13T00:00:00+1000,2019-10-11T00:00:00+1100,2019-09-16T00:00:00+1000,0.05,100.0,Final,5C FRANKED @ 30%,2019-09-16T00:00:00+1000,2020-08-13 00:00:00.000
VRS,VERIS LIMITED,VERIS,VERIS LTD,"Veris offers surveying, planning and design services throughout Australasia. A leading provider of professional consulting and innovative spatial solutions, Veris delivers quality service to clients across a range of industry sectors.",Commercial & Professional Services,Industrials,2008-06-25T00:00:00+1000,,http://www.veris.com.au,"Level 12, 3 Hasler Road, OSBORNE PARK, WA, AUSTRALIA, 6017",+61 8 9317 0600,+61 8 9317 0600,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,https://www.asx.com.au/asx/1/image/logo/VRS?image_size=L&v=1480298950000,VRS,false,"""shares""",02164000,2019-10-25T13:18:46+1100,2019-10-25T13:11:56+1100,http://www.asx.com.au/asxpdf/20191025/pdf/449wbswgmqsd5r.pdf,Annual Report to Shareholders,false,92,AU000000VRS5,Ordinary Fully Paid,0.038,0.038,0.038,0.038,0.001,2.703%,401216,0.037,0.038,0.037,0%,0.078,2019-11-21T00:00:00+1100,0.018,2020-04-23T00:00:00+1000,2020-08-13T00:00:00+1000,0,-0.0526,1561221,0,14994298,405251286,15400000,405251286,false,,,,,,,,,,,2020-08-13 00:00:00.000
VRT,VIRTUS HEALTH LIMITED,VIRTUS,VIRTUS HEALTH LTD,Assisted reproductive services.,Health Care Equipment & Services,Health Care,2013-06-11T00:00:00+1000,,http://virtushealth.com.au,"Level 3, 176 Pacific Highway, GREENWICH, NSW, AUSTRALIA, 2065",(02) 9425 1722,(02) 9425 1633,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,https://www.asx.com.au/asx/1/image/logo/VRT?image_size=L&v=1382661936000,VRT,false,"""shares"",""warrants""",02159733,2019-10-16T10:58:01+1100,2019-10-16T10:54:25+1100,http://www.asx.com.au/asxpdf/20191016/pdf/449k2wvhvfn4dr.pdf,2019 Annual Report,false,49,AU000000VRT3,Ordinary Fully Paid,3,3.15,3.18,2.99,-0.1,-3.226%,625829,3,3.08,3.1,6.529%,5.22,2019-08-12T00:00:00+1000,1.505,2020-03-30T00:00:00+1100,2020-08-13T00:00:00+1000,8.66,0.3581,584254,7.74,249208808,80389938,241170000,80389938,false,"XKO,XAO,XSO,XEC",2020-02-18T00:00:00+1100,2020-03-25T00:00:00+1100,2020-11-30T00:00:00+1100,2020-03-26T00:00:00+1100,0.12,100.0,Interim,"AUD 0.12 FRANKED, 30 % CTR",2020-03-26T00:00:00+1100,2020-08-13 00:00:00.000
VRX,VRX SILICA LIMITED,VRXSILICA,VRX SILICA LTD,Exploration.,Materials,Metals & Mining,2011-02-24T00:00:00+1100,,http://www.vrxsilica.com.au,"Level 1, 6 Thelma Street, PO Box 1925, WEST PERTH   WA 6872, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9226 3780,(08) 9226 3764,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,,VRX,false,"""shares""",02150916,2019-09-25T14:53:46+1000,2019-09-25T14:46:53+1000,http://www.asx.com.au/asxpdf/20190925/pdf/448vgsbfvrc5x6.pdf,Annual Report to shareholders,false,75,AU000000VRX5,Ordinary Fully Paid,0.095,0.091,0.095,0.09,0.004,4.396%,583455,0.095,0.096,0.091,-1.087%,0.167,2019-10-18T00:00:00+1100,0.045,2020-03-23T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.0134,392166,0,40504212,445101227,42285000,445101227,false,,,,,,,,,,,2020-08-13 00:00:00.000
VSO,VANGUARD MSCI AUSTRALIAN SMALL COMPANIES INDEX ETF,VSMALLCO,VNGD AUS SMALL,Seeks to match the return (income and capital appreciation) of the MSCI Australian Shares Small Cap Index before taking into account fund fees and expenses.,Not Applic,Not Applic,2011-05-26T00:00:00+1000,,http://www.vanguard.com.au,"Level 34, Freshwater Place, 2 Southbank Boulevard, SOUTHBANK, VIC, AUSTRALIA, 3006",(03) 8888 3888,1300 765 712,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,false,,VSO,false,"""shares"",""etps""",,,,,,,,AU000000VSO2,Exchange Traded Fund Units Fully Paid,55.1,55.5,55.78,55.03,0.13,0.236%,4947,55,55.17,54.97,-1.222%,63.64,2020-02-20T00:00:00+1100,36.3,2020-03-24T00:00:00+1100,2020-08-13T00:00:00+1000,12.86,4.2747,11805,7.29,361790222,6581594,362646000,6581594,false,,2020-06-25T00:00:00+1000,2020-07-01T00:00:00+1000,2020-07-16T00:00:00+1000,2020-07-02T00:00:00+1000,3.106855,9.62,Final,"AUD EST 0.2989 FRANK ED, 30% CTR, 0.0575",2020-07-02T00:00:00+1000,2020-08-13 00:00:00.000
VTG,VITA GROUP LIMITED,VITA GROUP,VITA GROUP LTD,"Vita Group is a national provider of telecommunications, computers and related products and services through retail and business channels. Operated brands include Telstra Stores, Telstra Business Centres, Vita Enterprise Services, Fone Zone, One Zero and",Retailing,Consumer Discretionary,2005-11-02T00:00:00+1100,,http://www.vitagroup.com.au,"Level 3, Vita Place, 77 Hudson Road, ALBION, QLD, AUSTRALIA, 4010",(07) 3868 6000,(07) 3630 0670,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 1, 200 Mary Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 552 270,false,,VTG,false,"""shares""",02150954,2019-09-25T15:58:52+1000,2019-09-25T15:53:28+1000,http://www.asx.com.au/asxpdf/20190925/pdf/448vkc3n3v6zqg.pdf,Annual Report,false,116,AU000000VTG6,Ordinary Fully Paid,0.97,0.99,0.99,0.97,-0.02,-2.02%,120160,0.97,0.995,0.99,1.02%,1.63,2020-02-24T00:00:00+1100,0.555,2020-03-23T00:00:00+1100,2020-08-13T00:00:00+1000,6.52,0.1518,206221,9.39,162118958,163756523,158844000,163756523,false,"XAO,XEC",2019-08-23T00:00:00+1000,2019-09-12T00:00:00+1000,2019-09-27T00:00:00+1000,2019-09-13T00:00:00+1000,0.04,100.0,Final,4C FRANKED @ 30%; DR P,2019-09-13T00:00:00+1000,2020-08-13 00:00:00.000
VTH,VITALHARVEST FREEHOLD TRUST,VITALHARV,VITALHARVEST,"Listed Investment Trust, investment in real estate.",Real Estate,Real Estate,2018-08-01T00:00:00+1000,,http://www.vitalharvest.com.au,"Level 18,, 123 Pitt Street,, SYDNEY, NSW, AUSTRALIA, 2000",1300 117 902,,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,false,,VTH,false,"""shares""",02148961,2019-09-20T08:25:21+1000,2019-09-20T07:02:43+1000,http://www.asx.com.au/asxpdf/20190920/pdf/448pjqrpj3yxgs.pdf,VTH Annual Report 2019,false,41,AU0000018343,Ordinary Units Fully Paid,0.795,0.79,0.795,0.785,0.025,3.247%,66962,0.78,0.795,0.77,-2.532%,0.925,2019-10-09T00:00:00+1100,0.61,2020-03-30T00:00:00+1100,2020-08-13T00:00:00+1000,8.41,0.0916,274026,0,142450000,185000000,147075000,185000000,false,"XAO,XEC",2020-06-25T00:00:00+1000,2020-06-30T00:00:00+1000,2020-09-30T00:00:00+1000,2020-07-01T00:00:00+1000,0.015,0.0,Final,AUD EST 0.015,2020-07-01T00:00:00+1000,2020-08-13 00:00:00.000
VTS,VANGUARD US TOTAL MARKET SHARES INDEX ETF,VUSTOTAL,VNGD US TOTAL MARKET,Aim to closely track the performance of the CRSP US Total Market Index,Not Applic,Not Applic,2009-05-08T00:00:00+1000,,http://www.vanguard.com.au/,"Level 34, Freshwater Place, 2 Southbank Boulevard, SOUTHBANK, VIC, AUSTRALIA, 3006",(03) 8888 3888,1300 765 712,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,false,,VTS,false,"""shares"",""warrants"",""etps""",02210183,2020-03-03T12:45:28+1100,2020-03-03T12:42:53+1100,http://www.asx.com.au/asxpdf/20200303/pdf/44fq6cjww0bz0w.pdf,US Sec Filing ot Form NCSR (Annual Report),false,604,AU000000VTS1,Chess Depositary Interests 1:1,238.23,238.81,238.81,237.88,-0.03,-0.013%,9115,238,240,238.26,0.139%,259.74,2020-02-19T00:00:00+1100,187.8,2020-03-23T00:00:00+1100,2020-08-13T00:00:00+1000,4.85,49.1136,14849,1.56,1902400551,7984557,1902161000,7984557,false,,2020-06-24T00:00:00+1000,2020-06-26T00:00:00+1000,2020-07-24T00:00:00+1000,2020-06-29T00:00:00+1000,0.846345,0.0,Interim,"USD 0.6999, 15% WHT",2020-06-29T00:00:00+1000,2020-08-13 00:00:00.000
VUK,VIRGIN MONEY UK PLC,V MONEY UK,VIRGIN MONEY UK PLC,Banking products and services,Banks,Financials,2016-02-03T00:00:00+1100,,https://www.cybg.com,"Level 61, Governor Phillip Tower, 1 Farrer Place, SYDNEY, NSW, AUSTRALIA, 2000",0044 141 232 4763,,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,true,,VUK,false,"""shares"",""options"",""warrants""",02179518,2019-11-29T08:24:36+1100,2019-11-29T03:33:03+1100,http://www.asx.com.au/asxpdf/20191129/pdf/44c337snmcjnrm.pdf,2019 Annual Report and Accounts & Pillar 3 Disclosures,false,1,AU0000064966,Cdi 1:1 Foreign Exempt Lse,1.73,1.76,1.765,1.72,-0.02,-1.143%,3831104,1.725,1.73,1.75,5.74%,4.15,2019-12-16T00:00:00+1100,1.06,2020-03-24T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.3867,5156868,0,2516405649,1437946085,1648528000,952906292,false,"XTO,XJO,XKO,XAO,XMD,XFJ,XXJ",,,,,,,,,,2020-08-13 00:00:00.000
VUL,VULCAN ENERGY RESOURCES LIMITED,VULCAN E,VULCAN ENERGY,Minerals exploration,Materials,Metals & Mining,2018-05-30T00:00:00+1000,,http://www.v-er.com/,"Level 11, Brookfield Place, 125 St Georges Tce, PERTH, WA, AUSTRALIA, 6000",08 6189 8767,-,AUTOMIC REGISTRY SERVICES,"LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,false,,VUL,false,"""shares""",,,,,,,,AU0000066086,Ordinary Fully Paid,0.53,0.55,0.55,0.53,-0.01,-1.852%,100321,0.53,0.54,0.54,-4.425%,0.65,2020-06-29T00:00:00+1000,0.12,2019-11-21T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.057,775130,0,36481240,67557851,35806000,67557851,false,,,,,,,,,,,2020-08-13 00:00:00.000
VVA,VIVA LEISURE LIMITED,VIVALEISUR,VIVA LEISURE LIMITED,Operates in the health leisure industry,Consumer Services,Consumer Discretionary,2019-06-07T00:00:00+1000,,https://www.vivaleisure.com.au,"OF, Unit 7 Level 1, 141 Flemington Road, MITCHELL, ACT, AUSTRALIA, 2911",(02) 6163 8011,(02) 6163 4088,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,https://www.asx.com.au/asx/1/image/logo/VVA?image_size=L&v=1559797751000,VVA,false,"""shares""",02150239,2019-09-24T11:23:49+1000,2019-09-24T11:21:51+1000,http://www.asx.com.au/asxpdf/20190924/pdf/448sxk0xqy4k67.pdf,Annual Report to shareholders,false,98,AU0000046013,Ordinary Fully Paid,2.27,2.27,2.28,2.27,0.01,0.442%,2572,2.3,2.36,2.26,0.893%,3.1,2019-12-11T00:00:00+1100,0.646,2020-03-25T00:00:00+1100,2020-08-13T00:00:00+1000,103.2,0.0219,126494,0,161615748,71511393,162331000,71511393,false,"XAO,XEC",,,,,,,,,,2020-08-13 00:00:00.000
VVLU,VANGUARD GLOBAL VALUE EQUITY ACTIVE ETF (MANAGED FUND),VDGLOBVALU,VNGD GLOBVLU ATV ETF,The Fund seeks to provide long term capital appreciation through an active approach that invests in global equity securities demonstrating value characteristics.,Not Applic,Not Applic,2018-04-17T00:00:00+1000,,,"Level 34, Freshwater Place, 2 Southbank Boulevard,, SOUTHBANK, VIC, AUSTRALIA, 3006",1300 655 888,,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,false,,VVLU,false,"""shares""",02145437,2019-09-10T16:36:13+1000,2019-09-10T16:30:41+1000,http://www.asx.com.au/asxpdf/20190910/pdf/448dlwxhy1yyzr.pdf,Annual Financial Report,false,79,AU0000005886,Trading Managed Units Fully Paid,40.77,40.65,40.77,40.6,0.02,0.049%,1958,40.77,41,40.75,1.672%,52.88,2019-12-19T00:00:00+1100,32.66,2020-03-23T00:00:00+1100,2020-08-13T00:00:00+1000,0,0,5148,0,0,0,29241000,717222,false,,,,,,,,,,,2020-08-13 00:00:00.000
VXR,VENTUREX RESOURCES LIMITED,VENTUREX,VENTUREX RESOURCES,Base Metals and Copper-Zinc Exploration,Materials,Metals & Mining,2007-04-27T00:00:00+1000,,http://www.venturexresources.com,"Level 2, 91 Havelock Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 6389 7400,+61 8 9463 7836,LINK MARKET SERVICES LIMITED,"Level 12 QV1 Building, 250 St Georges Terrace Perth, PERTH, WA, AUSTRALIA, 6000",1300 554 474,false,https://www.asx.com.au/asx/1/image/logo/VXR?image_size=L&v=1435122658000,VXR,false,"""shares""",02151687,2019-09-26T17:51:24+1000,2019-09-26T17:27:36+1000,http://www.asx.com.au/asxpdf/20190926/pdf/448x6fwwg4vswr.pdf,Annual Report to shareholders,false,63,AU000000VXR5,Ordinary Fully Paid,0.089,0.082,0.091,0.079,0.012,15.584%,2435489,0.085,0.089,0.077,-7.229%,0.195,2019-08-20T00:00:00+1000,0.047,2020-06-18T00:00:00+1000,2020-08-13T00:00:00+1000,0,-0.0166,1396166,0,27472704,356788366,31754000,356788366,false,,,,,,,,,,,2020-08-13 00:00:00.000
VYS,VYSARN LIMITED,VYSARNLTD,VYSARN LTD,Drilling services,Materials,Metals & Mining,2007-12-14T00:00:00+1100,,https://www.vysarn.com.au/,"108 Outram Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9486 7244,(08) 9463 6373,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,false,,VYS,false,"""shares""",02167783,2019-10-31T17:32:12+1100,2019-10-31T17:26:46+1100,http://www.asx.com.au/asxpdf/20191031/pdf/44b50gn1bvcctg.pdf,Annual Report 2019,false,48,AU000000VYS1,Ordinary Fully Paid,0.06,0.058,0.062,0.058,0.005,9.091%,175000,0.057,0.062,0.055,-3.509%,0.071,2020-01-03T00:00:00+1100,0.038,2020-03-27T00:00:00+1100,2020-08-13T00:00:00+1000,5.5,0.01,368179,0,21282573,386955864,21309000,355155864,false,,,,,,,,,,,2020-08-13 00:00:00.000
WAA,WAM ACTIVE LIMITED,WAM ACTIVE,WAM ACTIVE LIMITED,"A Listed Investment Company managed by Wilson Asset Management Group. Listed in January 2008, WAA provides investors with exposure to an active trading style with the aim of achieving a sound return with a low correlation to traditional markets.",Not Applic,Not Applic,2008-01-11T00:00:00+1100,,http://www.wamfunds.com.au/,"Level 11, 139 Macquarie Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9247 6755,(02) 9247 6855,BOARDROOM PTY LIMITED,"LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,false,https://www.asx.com.au/asx/1/image/logo/WAA?image_size=L&v=1473722125000,WAA,true,"""shares""",02136947,2019-08-22T11:38:12+1000,2019-08-22T11:27:05+1000,http://www.asx.com.au/asxpdf/20190822/pdf/447r17mq75q66l.pdf,Appendix 4E and Annual Report,true,56,AU000000WAA7,Ordinary Fully Paid,0.99,1,1,0.975,0.00,0%,26617,0.99,1,0.99,-1%,1.13,2019-10-01T00:00:00+1000,0.74,2020-03-27T00:00:00+1100,2020-08-13T00:00:00+1000,8.01,0.1236,41947,6.01,46154085,46620288,46154000,46620288,false,,2020-02-19T00:00:00+1100,2020-04-15T00:00:00+1000,2020-04-28T00:00:00+1000,2020-04-16T00:00:00+1000,0.03,100.0,Interim,"AUD 0.03 FRANKED, 30 % CTR, DRP NIL DISC",2020-04-16T00:00:00+1000,2020-08-13 00:00:00.000
WAF,WEST AFRICAN RESOURCES LIMITED,WESTAFRICA,WEST AFRICAN RES LTD,Exploration for gold in Burkina Faso .,Materials,Metals & Mining,2010-06-11T00:00:00+1000,,http://www.westafricanresources.com,"Level 1, 1 Alvan Street, SUBIACO, WA, AUSTRALIA, 6008",(08) 9481 7344,(08) 9481 7355,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,https://www.asx.com.au/asx/1/image/logo/WAF?image_size=L&v=1590732561000,WAF,false,"""shares""",02218962,2020-03-26T18:49:17+1100,2020-03-26T18:30:51+1100,http://www.asx.com.au/asxpdf/20200326/pdf/44gflnn5vh2gp2.pdf,Annual Report to shareholders,false,77,AU000000WAF6,Ordinary Fully Paid,0.95,0.93,0.955,0.93,0.045,4.972%,6309910,0.945,0.955,0.905,-10.837%,1.155,2020-08-06T00:00:00+1000,0.365,2020-03-23T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.005,7297500,0,792648586,875854791,832062000,875854791,false,"XKO,XAO,XSO,XGD,XMM",,,,,,,,,,2020-08-13 00:00:00.000
